Kizomba URL,Kizomba Title,Original URL,Original Title
https://www.youtube.com/watch?v=daIsBKbVcpg,Kaysha - Diamonds | Audio | Kizomba,https://www.youtube.com/watch?v=lWA2pjMjpBs,Rihanna - Diamonds
https://www.youtube.com/watch?v=QGmbN-85HKY,INDILA - Dernière Danse (Dj C.C.Ron Kizomba Remix),https://www.youtube.com/watch?v=K5KAc5CoCuk,Indila - Dernière Danse (Clip Officiel)
https://www.youtube.com/watch?v=a_gkYEeleec,John Legend ft Ludacris - Tonight - Kizomba remix,https://www.youtube.com/watch?v=iXvy8ZeCs5M,John Legend - Tonight (Best You Ever Had) ft. Ludacris
https://www.youtube.com/watch?v=aX9LPbAxcl4,Sia - Chandelier (by Michelle Yaneza) (Bruno Leite Kizomba Remix),https://www.youtube.com/watch?v=2vjPBrBU-TM,Sia - Chandelier (Official Video)
https://www.youtube.com/watch?v=4m0PFM5iikI,All Of Me '' Kizomba,https://www.youtube.com/watch?v=450p7goxZqg,John Legend - All of Me
https://www.youtube.com/watch?v=fZFObMadbvM,Bailando - Kizomba ( Dj Fabio Cr ),https://www.youtube.com/watch?v=NUsoVlDFqZg,"Enrique Iglesias - Bailando (Español) ft. Descemer Bueno, Gente De Zona"
https://www.youtube.com/watch?v=OnjQTIhu6B0,Justin Bieber - Love Yourself (JVDS ft. JEAZY Zouk/Kizomba Remix),https://www.youtube.com/watch?v=oyEuk8j8imI,Justin Bieber - Love Yourself (PURPOSE : The Movement)
https://www.youtube.com/watch?v=HFrxPVOK3Qc,SORRY - JUSTIN BIEBER - KIZOMBA REMIX - DJ RADIKAL,https://www.youtube.com/watch?v=fRh_vgS2dFE,Justin Bieber - Sorry (PURPOSE : The Movement)
https://www.youtube.com/watch?v=rXMfrwUFCcc,Fugees - Ready or Not - Kizomba Remix by DJ CHAD - Brand new 2014,https://www.youtube.com/watch?v=aIXyKmElvv8,The Fugees - Ready or Not
https://www.youtube.com/watch?v=Dg9u3MVuzho,Selena Gomez - Good For You [THE Kizomba Remix by Dj Kayel] (2015),https://www.youtube.com/watch?v=1TsVjvEkc4s,Selena Gomez - Good For You
https://www.youtube.com/watch?v=4tr6vynkQB0,Sean Paul - Got 2 Luv U (THE Kizomba Remix by Dj Kayel),https://www.youtube.com/watch?v=tDq3fNew1rU,Sean Paul - Got 2 Luv U Ft. Alexis Jordan [Official Music Video]
https://www.youtube.com/watch?v=jkzfyJ48wJw,Michael Jackson - Liberian Girl [Kizomba Remix by M&N Pro feat. Nilton Ramalho],https://www.youtube.com/watch?v=f3V-7DEAgdc,Michael Jackson - Liberian Girl
https://www.youtube.com/watch?v=nnltHlC-zTg,Dj Mayne Ft. Débora Ghira - Tell me(Dj Lucky remix),https://www.youtube.com/watch?v=SjU2ZR2zlUo,MAYNA - Tell Me (Music Video)
https://www.youtube.com/watch?v=UVsdn5uY4yw,John Legend - You and I (Kizomba Remix by Dj Radikal 2015),https://www.youtube.com/watch?v=Pi3bc9lS3rg,John Legend - You & I (Nobody in the World)
https://www.youtube.com/watch?v=MMy-mkL4dAQ,6AM Kizomba Remix - J Balvin ft. Farruko (DJ Chris & Mark G.),https://www.youtube.com/watch?v=yUV9JwiQLog,J. Balvin - 6 AM ft. Farruko
https://www.youtube.com/watch?v=mhRZ7OVfUyE,Ed Sheeran - Thinking Out Loud (M&N PRO KIZOMBA REMIX) 2015,https://www.youtube.com/watch?v=lp-EO5I60KA,Ed Sheeran - Thinking Out Loud [Official Video]
https://www.youtube.com/watch?v=FuAeF81FeoM,The Weeknd - Earned It - [Remix kizomba By Dj Paparazzi & David Flor] 2015,https://www.youtube.com/watch?v=waU75jdUnYw,"Earned It (Fifty Shades Of Grey) (From The ""Fifty Shades Of Grey"" Soundtrack) (Explicit..."
https://www.youtube.com/watch?v=Eu9iZbiO3NA,MarkG - Drake One Dance(Kizomba Remix),https://www.youtube.com/watch?v=3IIspaicSnY,Drake - One Dance feat. Kyla & Wizkid (Lyrics)
https://www.youtube.com/watch?v=dpDslcnOxaM,Chris Brown - Don't Judge Me (Kizomba Remix),https://www.youtube.com/watch?v=z29nI8RQV0U,Chris Brown - Don't Judge Me
https://www.youtube.com/watch?v=eS0dB8aBS04,Alan Walker - Faded - Kizomba Remix Dj Radikal Feat Sigrid Behm,https://www.youtube.com/watch?v=60ItHLz5WEA,Alan Walker - Faded
https://www.youtube.com/watch?v=VXtu6sFfx2g,R. Kelly Feat. Keri Hilson - Number One - Remix Zouk Kizomba 2012 [By Underfaya Prod] (UZUSVOL1),https://www.youtube.com/watch?v=7ZXeCNUb75U,R. Kelly featuring Keri Hilson - Number One ft. Keri Hilson
https://www.youtube.com/watch?v=G_UChJ3vKC0,Nemanja & Laura - I see Fire (Kizomba Remix),https://www.youtube.com/watch?v=2fngvQS_PmQ,Ed Sheeran - I See Fire (Music Video)
https://www.youtube.com/watch?v=1SZVFqmzBvc,Mestah - Formidable Kizomba Remix (Extended Version),https://www.youtube.com/watch?v=S_xH7noaqTA,Stromae - Formidable (ceci n'est pas une leçon)
https://www.youtube.com/watch?v=YxxsCGW1XGc,OTRA VES - Dark Kizomba ( Time remix ),https://www.youtube.com/watch?v=RxabLA7UQ9k,Hans Zimmer - Time (Inception)
https://www.youtube.com/watch?v=dy4h24G-inQ,Ciara-Overdose[Kizomba Remix by Dj KJun] HD 1080p 2014 Video Remix,https://www.youtube.com/watch?v=n2tVKoAhPls,Ciara - Overdose (audio)
https://www.youtube.com/watch?v=00aV8RvuTEw,Usher - Good kisser Kizomba (Jescow Kizomba remix),https://www.youtube.com/watch?v=1lQtoRFaLsA,Usher - Good Kisser
https://www.youtube.com/watch?v=SReA7ZVgUAA,Aya - J'ai Mal (Kizomba Mix) remix by DJ Styx,https://www.youtube.com/watch?v=prXLxFx946U,Aya - J'ai Mal Parole
https://www.youtube.com/watch?v=VX5Wqo5ZgnA,Justin Timberlake - What goes around - Kizomba remix,https://www.youtube.com/watch?v=TOrnUquxtwA,Justin Timberlake - What Goes Around...Comes Around
https://www.youtube.com/watch?v=TQlHCdo628w,Mestah - Ludovico Einaudi - Experience Kizomba Remix 2015,https://www.youtube.com/watch?v=vk4RcNdjNco,Ludovico Einaudi - Experience
https://www.youtube.com/watch?v=kN1hmnCOCsQ,MERCY REMIX KIZOMBA BY DJFAZE971,https://www.youtube.com/watch?v=7Dqgr0wNyPo,"Kanye West - Mercy (Explicit) ft. Big Sean, Pusha T, 2 Chainz"
-,-,https://www.youtube.com/watch?v=djE-BLrdDDc,"Ace Hood - Bugatti (Explicit) ft. Future, Rick Ross"
https://www.youtube.com/watch?v=fOY8eRKTClU,Ciara ft Nicki Minaj - Im Out - Remix Kizomba (UZUSVOL2) [By Underfaya Prod],https://www.youtube.com/watch?v=1-TTNdyIMAE,Ciara - I'm Out (Explicit) ft. Nicki Minaj
https://www.youtube.com/watch?v=X1CUHpwtiJk,(KIZOMBA 2012) NIGGAS IN PARIS BY MESTAH,https://www.youtube.com/watch?v=yT7ODUcJCf4,"Jay Z, Kayne West N*ggas In Paris (Offical instrumental W DL LINK!!!!)"
https://www.youtube.com/watch?v=hDuKI713lL8,"Trey Songz - Touchin, Lovin (Jespy Kizomba Rmx) Ft. Nicki Minaj",https://www.youtube.com/watch?v=cEmrvCiEapM,"Trey Songz - Touchin, Lovin ft. Nicki Minaj [Official Video]"
https://www.youtube.com/watch?v=XxM9U0W2Vco,[KIZOMBA REMIX] Snoop - Drop it Like Its Hot (Prod. Dj Uncla Erre),https://www.youtube.com/watch?v=GtUVQei3nX4,Snoop Dogg - Drop It Like It's Hot ft. Pharrell Williams
https://www.youtube.com/watch?v=_KXAVRoF3Qo,Justin Timberlake- Mirrors(kizomba remix),https://www.youtube.com/watch?v=uuZE_IRwLNI,Justin Timberlake - Mirrors
https://www.youtube.com/watch?v=CK1ewfOq0go,Passenger Let Her Go(Tyler Ward & Kurt Schneider Cover) Kizomba Remix 1080p HD,https://www.youtube.com/watch?v=RBumgq5yVrA,Passenger | Let Her Go (Official Video)
https://www.youtube.com/watch?v=SSemFoBNphQ,jordin sparks - no air ft chris brown (Remix Kizomba),https://www.youtube.com/watch?v=WBKnpyoFEBo,"Jordin Sparks, Chris Brown - No Air (Official Video) ft. Chris Brown"
https://www.youtube.com/watch?v=NuA8_jNCK08,NINDJA - In The Air Tonight (starring Isabelle & Felicien) [Official Kizomba Video],https://www.youtube.com/watch?v=YkADj0TPrJA,Phil Collins - In The Air Tonight (Official Music Video)
https://www.youtube.com/watch?v=UCcCNGN_miM,Stay with me Remix Kizomba (Aofal),https://www.youtube.com/watch?v=pB-5XG-DbAA,Sam Smith - Stay With Me
https://www.youtube.com/watch?v=ooxEV7l6YYo,M&N Pro | Chris Brown - Another Round Remix | Ricardo Maravilha Image Sync,https://www.youtube.com/watch?v=Tj0rO7P6TH0,Fat Joe - Another Round ft. Chris Brown
https://www.youtube.com/watch?v=dxJclRa-sh0,Trey Songz - Na Na (M&N PRO REMIX)[kizomba 2014],https://www.youtube.com/watch?v=v0Gu_Yh_keE,Trey Songz - Na Na [Official Video]
https://www.youtube.com/watch?v=bIkjbebDpX4,Vanda May - Hello | Audio | Kizomba | Cover,https://www.youtube.com/watch?v=YQHsXMglC9A,Adele - Hello
https://www.youtube.com/watch?v=RZCez1fLuAg,Usher - Climax (M&N PRO REMIX) [2013],https://www.youtube.com/watch?v=nNTyfVh3nmU,Usher - Climax
https://www.youtube.com/watch?v=GFUJWsooGJQ,CINEMATIC ORCHESTRA - Arrival Of Kizomba (DJ C.C.Ron Symphonic Kizomba Transformation Mix),https://www.youtube.com/watch?v=MqoANESQ4cQ,The Cinematic Orchestra Arrival of the Birds & Transformation
https://www.youtube.com/watch?v=t2HKiwTWsDU,Bruno Mars - When I Was Your Man (M&N PRO REMIX)[kizomba 2014],https://www.youtube.com/watch?v=ekzHIouo8Q4,Bruno Mars - When I Was Your Man [Official Video]
https://www.youtube.com/watch?v=lenOZf89qy4,J Balvin Ay Vamos Ft Dj MRK Kizomba 2015,https://www.youtube.com/watch?v=TapXs54Ah3E,J. Balvin - Ay Vamos
https://www.youtube.com/watch?v=QhkOc0Bc5cs,Miley Cyrus & Phraze - Wrecking Ball (Kizomba) Phraze & Stylobeatz,https://www.youtube.com/watch?v=My2FRPA3Gf8,Miley Cyrus - Wrecking Ball
https://www.youtube.com/watch?v=6q7LMVVMJP8,Jennifer Lopez Ft. Ja Rule - I'm Real (DJ Duck Kizomba Remix),https://www.youtube.com/watch?v=Sjx9oSJDAVQ,Jennifer Lopez - I'm Real (Remix) ft. Ja Rule
https://www.youtube.com/watch?v=1ZTAVmNUjB4,Beyonce Drunk In Love Z BeatZ Pro Kizomba/Tarraxa Remix 2014 HD 1080p,https://www.youtube.com/watch?v=p1JPKLa-Ofc,Beyoncé - Drunk in Love (Explicit) ft. JAY Z
https://www.youtube.com/watch?v=ZaJvR8TOlb8,"Rihanna - ""Talk That Talk"" x FrenchyBeats (Kizomba Remix)",https://www.youtube.com/watch?v=Z8FarCnm1mE,Rihanna - Talk That Talk (Audio) ft. JAY Z
https://www.youtube.com/watch?v=d1X9brYBlJM,2Cellos - Shape Of My Heart (Sting Cover) (Remix Kizomba by DJ Michbuze x Fred A's Beat),https://www.youtube.com/watch?v=S7qZRbbfraw,2CELLOS - Shape Of My Heart [OFFICIAL VIDEO]
https://www.youtube.com/watch?v=19ka02PzY3M,Mario - Let me love you - Kizomba,https://www.youtube.com/watch?v=H64QG4UsrGI,Mario - Let Me Love You
https://www.youtube.com/watch?v=32bQyU4x4v8,Chris Py & Booxy Kizomba 2016 By DJ Rams Remix Micheal Jackson Remember the time,https://www.youtube.com/watch?v=LeiFF0gvqcc,Michael Jackson - Remember The Time
https://www.youtube.com/watch?v=uojMX0CgwpU,Mr Probz - Waves (Willy William Kizomba Mix),https://www.youtube.com/watch?v=6MH9qWemtPo,Mr Probz - Waves (Official Video) [Robin Schulz Remix]
https://www.youtube.com/watch?v=B2zS1g4j-cA,"Rihanna - Take A Bow "" Kizomba/Zouk Remix 2015 "" Beatz by Sowdef",https://www.youtube.com/watch?v=J3UjJ4wKLkg,Rihanna - Take A Bow
https://www.youtube.com/watch?v=3VEXEPVTnfQ,Jason Derulo - Wiggle (GoldenRockz Kizomba Remix),https://www.youtube.com/watch?v=hiP14ED28CA,"Jason Derulo - ""Wiggle"" feat. Snoop Dogg (Official Music Video)"
https://www.youtube.com/watch?v=t2ESMjoLgYU,Rihanna - Work | Kizomba 2016 Cover | PuTo Lopes X Lisa Lopes | Audio,https://www.youtube.com/watch?v=HL1UzIK-flA,Rihanna - Work (Explicit) ft. Drake
https://www.youtube.com/watch?v=ULqobTuJY54,Nico Vinz - Am i Wrong (Kizomba cover by M&N PRO),https://www.youtube.com/watch?v=bg1sT4ILG0w,Nico & Vinz - Am I Wrong [Official Music Video]
https://www.youtube.com/watch?v=1jfi_tmwmsg,"Kristofer Mencák & Yuliya Volkova - Kizomba Fusion Improvisation - Seoul, Korea",https://www.youtube.com/watch?v=PPjazi4mQSQ,Christine and the Queens - Paradis Perdus (Clip Officiel)
https://www.youtube.com/watch?v=5TnlO6ZAADw,Kizomba Remix - Alex Hepburn - Under (Dj Kim Ty Remix),https://www.youtube.com/watch?v=Wq8BqYus40A,Alex Hepburn - Under [Official video]
https://www.youtube.com/watch?v=CLsmXoass-A,JUSTIN BIBER - SORRY DAV!D J X SNAK3 KIZOMBA REMIX,https://www.youtube.com/watch?v=fRh_vgS2dFE,Justin Bieber - Sorry (PURPOSE : The Movement)
https://www.youtube.com/watch?v=7MvEFM7fEAk,XYLØ Afterlife (DJ michbuze Kizomba Remix),https://www.youtube.com/watch?v=BR74ZadqjNA,XYLØ - Afterlife
https://www.youtube.com/watch?v=W2K6IspB2p4,Dj Sid feat. Ludmila - Morrer de Viver (Zouk / Kizomba Remix),https://www.youtube.com/watch?v=0QxsTwiKiBo,Ludmilla - Morrer de Viver
https://www.youtube.com/watch?v=qN25Lqd72cg,Dj Sid feat. Justin Bieber - Sorry (Zouk / Kizomba Remix),https://www.youtube.com/watch?v=fRh_vgS2dFE,Justin Bieber - Sorry (PURPOSE : The Movement)
https://www.youtube.com/watch?v=Pg7cB_fMfp0,Dj Sid feat. Justin Bieber - Nothing Like Us (Zouk / Kizomba Remix),https://www.youtube.com/watch?v=MrL7NiiQTHI,Justin Bieber - Nothing Like Us (Audio)
https://www.youtube.com/watch?v=CTqVCnvEeBg,Dj Sid feat. J Balvin feat. Anitta - Ginza (Zouk / Kizomba Remix),https://www.youtube.com/watch?v=JpdTMmWdh0g,J. Balvin - Ginza ft. Anitta
https://www.youtube.com/watch?v=3w0yqAdJ1iY,Usher - No Limit ft. Young Thug,https://www.youtube.com/watch?v=DX0er5Jo4fg,No Limit Kizomba Remix 2016 | Constantino Beatz
https://www.youtube.com/watch?v=E9GcBHoMPgo,Cheap Thrills Kizomba Remix 2016 by Constantino Beatz,https://www.youtube.com/watch?v=nYh-n7EOtMA,Sia - Cheap Thrills (Lyric Video) ft. Sean Paul
https://www.youtube.com/watch?v=MPKJCvX2Jio,Katy Pery ( Wide awake ) Kizomba remix by J.Ev,https://www.youtube.com/watch?v=k0BWlvnBmIE,Katy Perry - Wide Awake
https://www.youtube.com/watch?v=44jXFpkg1WA,(DJ daniel's)Controlla kizomba remix Alex Aiono cover,https://www.youtube.com/watch?v=c_qFy5jIEPY,Controlla by Drake | Alex Aiono Cover
https://www.youtube.com/watch?v=NzS_qa7OzoE,DJ Jean KingSton™ Ft Afrodja - Dingue - (Kizomba Remix 2016),https://www.youtube.com/watch?v=ZL1Lg0ma69I,Jamais à l'heure - Dingue (Clip Officiel)
https://www.youtube.com/watch?v=ht0WchvoFAw,Leokeny - Back To Sleep | Kizomba Remix 2016,https://www.youtube.com/watch?v=OQLuhelCaDQ,Chris Brown - Back To Sleep (Explicit Version)
https://www.youtube.com/watch?v=aaiVbBu0DcE,Usher - Lemme See (feat. Rick Ross) (Nilson Pro Remix) Kizomba Remix,https://www.youtube.com/watch?v=TEb7CPtpZvM,Usher - Lemme See ft. Rick Ross
https://www.youtube.com/watch?v=C8YsTFQE9PM,Carla's Dreams - Sub Pielea Mea | #eroina (Official Kizomba),https://www.youtube.com/watch?v=1VYJ3UQCmtM,Carla's Dreams - Sub Pielea Mea | #eroina (Official Video)
https://www.youtube.com/watch?v=xZWGFTx5dVY,Sting - Shape Of My Heart (DJ Michbuze Kizomba Remix 2016),https://www.youtube.com/watch?v=ZuI61cTNbAk,Sting - Shape Of My Heart - Offiicial Video (High Quality)
https://www.youtube.com/watch?v=2EqEUwgJFKc,Kendji Girac - Amor Y Libertad (DJ michbuze Kizomba Remix),https://www.youtube.com/watch?v=2zC6QWzlHU0,Kendji Girac - Amor Y Libertad (Official)
https://www.youtube.com/watch?v=xWyOMSAH_pQ,Jamie-Lee Kriewitz - Ghost (DJ michbuze Kizomba Remix) [The Voice of Germany and Eurovision 2016],https://www.youtube.com/watch?v=avyMGbuna3w,Jamie-Lee Kriewitz - Ghost | The Voice of Germany | Official Studio Video
https://www.youtube.com/watch?v=A_S0o8eQwHQ,DJ Andy Kiz - Skinny Love (Kizomba Remix),https://www.youtube.com/watch?v=aNzCDt2eidg,Birdy - Skinny Love [Official Music Video]
https://www.youtube.com/watch?v=YtjaEA26xIQ,Mr. Probz - Waves (Willy William Kizomba Remix),https://www.youtube.com/watch?v=gdf5XaHU11U,Mr Probz - Waves (lyrics) Original
https://www.youtube.com/watch?v=C-wrR9k34Vw,"Gnash - I Hate U, I Love U (Kizomba Remix)",https://www.youtube.com/watch?v=BiQIc7fG9pA,"gnash - i hate u, i love u (ft. olivia o'brien) [music video]"
https://www.youtube.com/watch?v=1K7qAhYcKsM,Craig David - 7 Days (Kizomba remix by Czekolada),https://www.youtube.com/watch?v=ABuWphlnZ1A,Seven Days
https://www.youtube.com/watch?v=ojmDWEeuI-M,Michael Jackson - Liberian Girl (KiZOMBA Remix) 2016,https://www.youtube.com/watch?v=f3V-7DEAgdc,Michael Jackson - Liberian Girl
https://www.youtube.com/watch?v=8AJUYLEqmvc,The Weeknd – Often (Kygo Remix) Dj KoolKat Kizomba Remix,https://www.youtube.com/watch?v=JPIhUaONiLU,The Weeknd - Often (NSFW)
https://www.youtube.com/watch?v=wUJZDIr79TQ,The Weeknd - Earned It (Kizomba Remix 2015 by DJ Paparazzi & David Flor),https://www.youtube.com/watch?v=xe_iCkFsQKE,The Weeknd - Earned It (Fifty Shades Of Grey) (Lyric Video)
https://www.youtube.com/watch?v=DrYGTiE2xMA,DJ Jean KingSton™ Ft Sean Kingston - Wait Up - [Kizomba Remix 2016],spotify,spotify
https://www.youtube.com/watch?v=o6224M8VXLI,Astronomyy - Things I'd Do For U (Kizomba Remix),https://www.youtube.com/watch?v=TPY-sDHJUzo,Astronomyy - Things I'd Do For U
https://www.youtube.com/watch?v=R8doE6_7YuY,Anyway J Perry kizomba remix remixed by DJ Super Duke & Mark G,https://www.youtube.com/watch?v=88EIlQtwnoM,J. Perry - Anyway (Official HD)
https://www.youtube.com/watch?v=fZ-CmcSYvj8,The Korgis-Everybody's Got To Learn Sometime-Kizomba Remix-Dj Radikal feat Véronique de Vallau,https://www.youtube.com/watch?v=UOqXy64-hTw,The Korgis - everybody's got to learn sometime
https://www.youtube.com/watch?v=7pBR1zqazAg,DIGY - Tragedy ft. KIRSCH (J-Kee Kizomba remix),https://www.youtube.com/watch?v=il3RbTqxuss,DIGY - Tragedy (Feat. KIRSCH)
https://www.youtube.com/watch?v=Q0l9YQDFVH4,"Ariana Grande - Side To Side Kizomba Remix Rajiv Dhall, Wesley Stromberg, & Spencer cover DJ Adi",https://www.youtube.com/watch?v=teySYXfpwh4,"ARIANA GRANDE - SIDE TO SIDE (Rajiv Dhall, Wesley Stromberg, & Spencer Sutherland cover)"
https://www.youtube.com/watch?v=-G8h29pcxdc,Era Istefi feat Kathryn C Bonbon DJ Adi V Kizomba Remix,https://www.youtube.com/watch?v=ekCFZ8PaXh0,Era Istrefi - Bonbon | Cover by Kathryn C
https://www.youtube.com/watch?v=b74HFTPTCcc,Cold Water Kizomba Remix Major Lazer & Justin Bieber KHS & Citizen Four COVER & DJ Adi V Kizomba,https://www.youtube.com/watch?v=mzFjuJGZZZ8,COLD WATER - Major Lazer & Justin Bieber - KHS COVER (ft. Citizen Four)